,Customer_ID,Churn,Gender,Senior_Citizen,Partner,Dependents,Tenure,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Charges_Monthly,Charges_Total,Charges_Daily,Gasto_Rango,Tenure_Rango,Daily_Range
4097,5614-DNZCE,0,Female,No Senior,0,0,58,1,0,DSL,1,1,1,1,0,0,Two year,1,Credit card (automatic),64.9,3795.45,2.1633333333333336,Alto Gasto,46+ Meses,Costo/Día Medio
4098,5616-PRTNT,1,Male,No Senior,0,1,20,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.4,374.5,0.6466666666666666,Bajo Gasto,13-45 Meses,Bajo Costo/Día
4099,5619-PTMIK,0,Female,No Senior,1,0,46,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,53.1,2459.8,1.77,Gasto Medio,13-45 Meses,Costo/Día Medio
4100,5619-XZZKR,0,Male,No Senior,0,0,4,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.95,68.2,0.6649999999999999,Bajo Gasto,0-12 Meses,Bajo Costo/Día
4101,5622-UEJFI,0,Female,No Senior,1,1,35,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.4,949.8,0.8466666666666666,Gasto Medio,13-45 Meses,Bajo Costo/Día
4102,5624-BQSSA,1,Female,No Senior,0,0,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.95,20.95,0.6983333333333334,Bajo Gasto,0-12 Meses,Bajo Costo/Día
4103,5624-RYAMH,0,Female,No Senior,0,0,9,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.5,178.85,0.65,Bajo Gasto,0-12 Meses,Bajo Costo/Día
4104,5626-MGTUK,0,Female,No Senior,0,0,20,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),89.1,1879.25,2.9699999999999998,Gasto Medio,13-45 Meses,Alto Costo/Día
4105,5627-TVBPP,0,Female,No Senior,0,1,35,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.1,644.5,0.67,Bajo Gasto,13-45 Meses,Bajo Costo/Día
4106,5628-FCGYG,0,Male,No Senior,0,0,21,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.1,1737.45,2.8033333333333332,Gasto Medio,13-45 Meses,Alto Costo/Día
4107,5628-RKIFK,0,Female,Senior,0,0,49,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Credit card (automatic),101.55,5070.4,3.385,Alto Gasto,46+ Meses,Alto Costo/Día
4108,5630-AHZIL,0,Female,No Senior,0,1,3,1,0,DSL,1,0,0,1,0,1,Month-to-month,1,Bank transfer (automatic),64.5,177.4,2.15,Bajo Gasto,0-12 Meses,Costo/Día Medio
4109,5630-IXDXV,0,Female,No Senior,0,0,47,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.35,4849.1,3.545,Alto Gasto,13-45 Meses,Alto Costo/Día
4110,5639-NTUPK,0,Male,No Senior,0,1,13,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),52.1,670.65,1.7366666666666668,Bajo Gasto,0-12 Meses,Costo/Día Medio
4111,5640-CAXOA,0,Female,No Senior,0,0,30,0,No phone service,DSL,0,0,0,1,0,1,One year,1,Credit card (automatic),40.35,1187.05,1.345,Gasto Medio,13-45 Meses,Bajo Costo/Día
4112,5641-DMBFJ,0,Female,No Senior,1,0,58,1,1,DSL,1,0,1,1,1,1,Two year,1,Electronic check,84.3,4916.4,2.81,Alto Gasto,46+ Meses,Alto Costo/Día
4113,5642-MHDQT,0,Female,No Senior,1,1,53,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.85,1039.45,0.6616666666666667,Gasto Medio,46+ Meses,Bajo Costo/Día
4114,5644-PDMZC,1,Female,Senior,0,0,2,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,89.5,161.5,2.9833333333333334,Bajo Gasto,0-12 Meses,Alto Costo/Día
4115,5647-FXOTP,0,Female,Senior,1,0,60,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.9,6401.25,3.5300000000000002,Alto Gasto,46+ Meses,Alto Costo/Día
4116,5647-URDKA,0,Male,No Senior,1,1,8,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,130.25,0.6566666666666666,Bajo Gasto,0-12 Meses,Bajo Costo/Día
4117,5649-ANRML,1,Male,Senior,0,0,2,1,0,Fiber optic,0,1,1,1,0,1,Month-to-month,1,Credit card (automatic),95.1,180.25,3.17,Bajo Gasto,0-12 Meses,Alto Costo/Día
4118,5649-RXQTV,0,Male,No Senior,0,0,51,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,99.0,5038.15,3.3,Alto Gasto,46+ Meses,Alto Costo/Día
4119,5649-TJHOV,1,Male,Senior,1,0,27,0,No phone service,DSL,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),36.5,1032.0,1.2166666666666666,Gasto Medio,13-45 Meses,Bajo Costo/Día
4120,5649-VUKMC,1,Female,No Senior,0,0,12,1,0,Fiber optic,0,0,1,0,1,1,One year,0,Mailed check,95.5,1115.15,3.183333333333333,Gasto Medio,0-12 Meses,Alto Costo/Día
4121,5650-VDUDS,1,Female,No Senior,0,0,4,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.25,96.05,0.8083333333333333,Bajo Gasto,0-12 Meses,Bajo Costo/Día
4122,5650-YLIBA,0,Male,No Senior,0,0,31,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,81.15,2640.55,2.705,Gasto Medio,13-45 Meses,Costo/Día Medio
4123,5651-CPDND,0,Male,No Senior,0,0,10,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,46.0,492.1,1.5333333333333334,Bajo Gasto,0-12 Meses,Bajo Costo/Día
4124,5651-CRHKQ,0,Female,No Senior,1,0,41,1,0,Fiber optic,0,1,1,1,0,0,One year,1,Bank transfer (automatic),86.2,3339.05,2.8733333333333335,Alto Gasto,13-45 Meses,Alto Costo/Día
4125,5651-WYIPH,0,Female,Senior,0,0,18,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),49.85,865.75,1.6616666666666666,Gasto Medio,13-45 Meses,Bajo Costo/Día
4126,5651-YLPRD,0,Female,No Senior,1,1,32,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,86.1,2723.75,2.8699999999999997,Gasto Medio,13-45 Meses,Alto Costo/Día
4127,5652-MSDEY,0,Female,No Senior,0,0,10,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,75.75,777.3,2.525,Gasto Medio,0-12 Meses,Costo/Día Medio
4128,5653-ITXJK,0,Female,No Senior,1,0,31,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,49.2,1498.55,1.6400000000000001,Gasto Medio,13-45 Meses,Bajo Costo/Día
4129,5655-JSMZM,1,Male,Senior,0,0,49,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.2,4718.25,3.2066666666666666,Alto Gasto,46+ Meses,Alto Costo/Día
4130,5656-JAMLX,0,Male,No Senior,0,0,62,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.85,1253.65,0.6616666666666667,Gasto Medio,46+ Meses,Bajo Costo/Día
4131,5656-MJEFC,0,Male,No Senior,1,1,42,0,No phone service,DSL,1,0,1,1,1,0,Two year,0,Credit card (automatic),48.15,2032.3,1.605,Gasto Medio,13-45 Meses,Bajo Costo/Día
4132,5663-QBGIS,0,Male,Senior,1,0,72,1,1,Fiber optic,0,1,0,0,1,1,Two year,0,Bank transfer (automatic),98.35,6929.4,3.2783333333333333,Alto Gasto,46+ Meses,Alto Costo/Día
4133,5666-CYCYZ,0,Female,No Senior,0,0,24,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Electronic check,89.55,2259.35,2.985,Gasto Medio,13-45 Meses,Alto Costo/Día
4134,5666-MBJPT,0,Male,No Senior,0,0,65,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.1,1725.0,0.8366666666666667,Gasto Medio,46+ Meses,Bajo Costo/Día
4135,5668-MEISB,0,Female,No Senior,1,1,72,1,1,Fiber optic,1,1,1,1,1,0,Two year,0,Credit card (automatic),106.1,7657.4,3.5366666666666666,Alto Gasto,46+ Meses,Alto Costo/Día
4136,5669-SRAIP,1,Female,No Senior,0,0,5,0,No phone service,DSL,0,0,1,0,0,1,Month-to-month,0,Electronic check,39.5,210.75,1.3166666666666667,Bajo Gasto,0-12 Meses,Bajo Costo/Día
4137,5671-RQRLP,0,Female,Senior,1,0,70,1,1,Fiber optic,0,0,0,0,0,0,Two year,1,Credit card (automatic),75.65,5411.4,2.521666666666667,Alto Gasto,46+ Meses,Costo/Día Medio
4138,5671-UUNXD,0,Female,Senior,1,0,50,1,1,Fiber optic,0,0,0,1,1,1,One year,1,Electronic check,100.65,5189.75,3.355,Alto Gasto,46+ Meses,Alto Costo/Día
4139,5673-FSSMF,1,Female,No Senior,0,0,1,1,1,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,60.15,60.15,2.005,Bajo Gasto,0-12 Meses,Costo/Día Medio
4140,5673-TIYIB,1,Male,No Senior,0,0,2,0,No phone service,DSL,0,1,1,1,0,0,Month-to-month,1,Credit card (automatic),40.4,77.15,1.3466666666666667,Bajo Gasto,0-12 Meses,Bajo Costo/Día
4141,5676-CFLYY,0,Male,No Senior,1,1,71,1,0,DSL,0,1,0,1,1,1,Two year,1,Credit card (automatic),73.35,5154.5,2.445,Alto Gasto,46+ Meses,Costo/Día Medio
4142,5678-VFNEQ,0,Female,No Senior,1,0,71,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Credit card (automatic),104.1,7412.25,3.4699999999999998,Alto Gasto,46+ Meses,Alto Costo/Día
4143,5680-LQOGP,0,Female,No Senior,0,0,68,1,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),82.45,5646.6,2.7483333333333335,Alto Gasto,46+ Meses,Costo/Día Medio
4144,5681-LLOEI,0,Male,No Senior,1,1,43,1,1,Fiber optic,1,0,1,1,0,0,One year,1,Credit card (automatic),91.25,4013.8,3.0416666666666665,Alto Gasto,13-45 Meses,Alto Costo/Día
4145,5684-FJVYR,0,Female,No Senior,1,1,72,1,1,Fiber optic,1,1,0,1,0,0,Two year,1,Bank transfer (automatic),90.35,6563.4,3.0116666666666663,Alto Gasto,46+ Meses,Alto Costo/Día
4146,5685-IIXLY,1,Female,No Senior,1,1,5,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,83.6,404.2,2.7866666666666666,Bajo Gasto,0-12 Meses,Costo/Día Medio
4147,5686-CMAWK,0,Male,No Senior,0,0,17,1,1,Fiber optic,0,0,1,1,0,0,One year,0,Electronic check,86.75,1410.25,2.8916666666666666,Gasto Medio,13-45 Meses,Alto Costo/Día
4148,5687-DKDTV,1,Female,No Senior,0,0,4,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,77.5,0.6783333333333333,Bajo Gasto,0-12 Meses,Bajo Costo/Día
4149,5688-KZTSN,1,Male,No Senior,1,1,15,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.0,288.05,0.6666666666666666,Bajo Gasto,13-45 Meses,Bajo Costo/Día
4150,5692-FPTAH,1,Female,No Senior,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.4,45.4,1.5133333333333332,Bajo Gasto,0-12 Meses,Bajo Costo/Día
4151,5692-ICXLW,0,Male,Senior,0,0,31,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,90.7,2845.15,3.0233333333333334,Alto Gasto,13-45 Meses,Alto Costo/Día
4152,5693-PIPCS,0,Male,No Senior,0,0,41,1,0,Fiber optic,0,1,0,1,1,1,Two year,1,Credit card (automatic),99.65,4220.35,3.3216666666666668,Alto Gasto,13-45 Meses,Alto Costo/Día
4153,5696-CEIQJ,0,Male,No Senior,1,1,67,1,0,Fiber optic,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),103.15,6895.5,3.4383333333333335,Alto Gasto,46+ Meses,Alto Costo/Día
4154,5696-EXCYS,0,Male,No Senior,0,0,17,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.45,369.05,0.6483333333333333,Bajo Gasto,13-45 Meses,Bajo Costo/Día
4155,5696-JVVQY,0,Female,No Senior,1,1,48,1,0,DSL,1,1,1,0,0,1,Two year,1,Credit card (automatic),70.1,3238.4,2.3366666666666664,Alto Gasto,46+ Meses,Costo/Día Medio
4156,5696-QURRL,1,Male,No Senior,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.05,45.05,1.5016666666666665,Bajo Gasto,0-12 Meses,Bajo Costo/Día
4157,5697-GOMBF,0,Female,Senior,1,1,28,0,No phone service,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,35.9,973.65,1.1966666666666665,Gasto Medio,13-45 Meses,Bajo Costo/Día
4158,5698-BQJOH,1,Female,No Senior,0,0,9,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,94.4,857.25,3.146666666666667,Gasto Medio,0-12 Meses,Alto Costo/Día
4159,5699-BNCAS,0,Male,Senior,0,0,71,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.65,1766.75,0.8216666666666667,Gasto Medio,46+ Meses,Bajo Costo/Día
4160,5701-GUXDC,0,Female,No Senior,1,0,26,0,No phone service,DSL,1,0,1,0,0,0,One year,0,Credit card (automatic),35.4,978.6,1.18,Gasto Medio,13-45 Meses,Bajo Costo/Día
4161,5701-SVCWR,0,Female,No Senior,0,1,1,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,24.0,24.0,0.8,Bajo Gasto,0-12 Meses,Bajo Costo/Día
4162,5701-YVSVF,0,Female,Senior,1,0,11,1,0,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,82.9,880.05,2.7633333333333336,Gasto Medio,0-12 Meses,Costo/Día Medio
4163,5701-ZIKJE,0,Male,No Senior,0,0,13,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,50.55,610.75,1.6849999999999998,Bajo Gasto,0-12 Meses,Costo/Día Medio
4164,5702-KVQRD,0,Male,No Senior,1,0,71,1,0,DSL,1,0,1,1,1,1,Two year,1,Electronic check,82.55,5832.65,2.7516666666666665,Alto Gasto,46+ Meses,Costo/Día Medio
4165,5702-SKUOB,0,Female,No Senior,1,0,4,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.6,93.45,0.6533333333333334,Bajo Gasto,0-12 Meses,Bajo Costo/Día
4166,5707-ORNDZ,1,Male,Senior,0,0,9,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,54.55,494.05,1.8183333333333331,Bajo Gasto,0-12 Meses,Costo/Día Medio
4167,5707-ZMDJP,0,Male,No Senior,1,1,53,1,0,DSL,1,1,0,1,1,0,Two year,1,Mailed check,69.7,3729.6,2.3233333333333333,Alto Gasto,46+ Meses,Costo/Día Medio
4168,5708-EVONK,1,Female,No Senior,1,1,58,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),93.4,5435.6,3.1133333333333337,Alto Gasto,46+ Meses,Alto Costo/Día
4169,5709-LVOEQ,0,Female,No Senior,1,1,0,1,0,DSL,1,1,1,0,1,1,Two year,0,Mailed check,80.85,0.0,2.695,Bajo Gasto,0-12 Meses,Costo/Día Medio
4170,5712-AHQNN,0,Female,No Senior,0,0,43,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,91.65,3954.1,3.055,Alto Gasto,13-45 Meses,Alto Costo/Día
4171,5712-PTIWW,1,Male,No Senior,0,0,2,1,0,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Electronic check,79.85,152.45,2.6616666666666666,Bajo Gasto,0-12 Meses,Costo/Día Medio
4172,5712-VBOXD,0,Female,No Senior,0,0,4,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.15,68.45,0.6716666666666666,Bajo Gasto,0-12 Meses,Bajo Costo/Día
4173,5716-EZXZN,0,Female,No Senior,1,1,65,1,1,Fiber optic,1,1,0,1,1,0,Two year,1,Credit card (automatic),99.05,6416.7,3.3016666666666667,Alto Gasto,46+ Meses,Alto Costo/Día
4174,5716-LIBJC,0,Female,No Senior,0,1,13,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),104.15,1299.1,3.4716666666666667,Gasto Medio,0-12 Meses,Alto Costo/Día
4175,5724-BIDBU,0,Male,No Senior,1,0,49,1,1,DSL,1,0,0,0,0,0,One year,1,Electronic check,55.35,2633.95,1.845,Gasto Medio,46+ Meses,Costo/Día Medio
4176,5726-CVNYA,0,Female,No Senior,1,1,8,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.85,146.6,0.6616666666666667,Bajo Gasto,0-12 Meses,Bajo Costo/Día
4177,5727-MYATE,0,Male,No Senior,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),90.8,6397.6,3.0266666666666664,Alto Gasto,46+ Meses,Alto Costo/Día
4178,5729-KLZAR,1,Female,No Senior,1,1,4,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,80.85,302.75,2.695,Bajo Gasto,0-12 Meses,Costo/Día Medio
4179,5730-DBDSI,0,Male,No Senior,0,0,66,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.7,1253.8,0.6566666666666666,Gasto Medio,46+ Meses,Bajo Costo/Día
4180,5730-RIITO,0,Female,Senior,0,0,43,0,No phone service,DSL,1,1,0,0,0,0,Month-to-month,1,Credit card (automatic),33.45,1500.25,1.115,Gasto Medio,13-45 Meses,Bajo Costo/Día
4181,5732-IKGQH,0,Male,Senior,1,0,52,1,0,Fiber optic,1,0,1,1,1,1,One year,1,Bank transfer (automatic),104.45,5481.25,3.481666666666667,Alto Gasto,46+ Meses,Alto Costo/Día
4182,5734-EJKXG,0,Female,No Senior,0,0,61,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Electronic check,118.6,7365.7,3.953333333333333,Alto Gasto,46+ Meses,Alto Costo/Día
4183,5736-YEJAX,0,Male,No Senior,0,1,69,1,1,DSL,1,1,1,1,1,0,Two year,1,Credit card (automatic),79.45,5502.55,2.6483333333333334,Alto Gasto,46+ Meses,Costo/Día Medio
4184,5740-YHGTW,0,Male,No Senior,1,1,70,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Credit card (automatic),97.55,6669.05,3.2516666666666665,Alto Gasto,46+ Meses,Alto Costo/Día
4185,5743-KHMNA,0,Male,No Senior,0,0,71,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.55,1898.1,0.8516666666666667,Gasto Medio,46+ Meses,Bajo Costo/Día
4186,5747-PMBSQ,1,Male,Senior,1,0,10,1,0,Fiber optic,0,1,1,1,1,0,Month-to-month,1,Mailed check,92.5,934.1,3.0833333333333335,Gasto Medio,0-12 Meses,Alto Costo/Día
4187,5748-RNCJT,1,Male,No Senior,0,0,69,1,1,Fiber optic,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),106.5,7348.8,3.55,Alto Gasto,46+ Meses,Alto Costo/Día
4188,5751-USDBL,0,Male,No Senior,1,1,46,1,0,DSL,1,0,1,1,1,1,Two year,0,Mailed check,81.0,3846.35,2.7,Alto Gasto,13-45 Meses,Costo/Día Medio
4189,5753-QQWPW,0,Female,No Senior,0,0,28,1,0,DSL,1,1,0,1,0,0,One year,1,Electronic check,59.9,1654.7,1.9966666666666666,Gasto Medio,13-45 Meses,Costo/Día Medio
4190,5756-JYOJT,0,Female,No Senior,0,0,11,1,0,DSL,0,0,1,1,0,1,One year,0,Credit card (automatic),64.9,697.25,2.1633333333333336,Gasto Medio,0-12 Meses,Costo/Día Medio
4191,5756-OZRIO,0,Male,Senior,1,0,61,1,1,DSL,0,1,0,0,0,1,One year,0,Bank transfer (automatic),64.05,3902.6,2.135,Alto Gasto,46+ Meses,Costo/Día Medio
4192,5759-RCVCB,1,Female,No Senior,0,0,3,0,No phone service,DSL,0,0,0,0,1,0,Month-to-month,0,Credit card (automatic),35.2,108.95,1.1733333333333333,Bajo Gasto,0-12 Meses,Bajo Costo/Día
4193,5760-FXFVO,0,Male,No Senior,0,0,6,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,78.95,494.95,2.631666666666667,Bajo Gasto,0-12 Meses,Costo/Día Medio
4194,5760-IFJOZ,0,Male,No Senior,0,0,3,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Mailed check,107.95,313.6,3.5983333333333336,Bajo Gasto,0-12 Meses,Alto Costo/Día
4195,5760-WRAHC,0,Female,Senior,0,0,22,1,0,DSL,1,0,1,1,0,1,Month-to-month,1,Mailed check,69.75,1545.4,2.325,Gasto Medio,13-45 Meses,Costo/Día Medio
4196,5761-BYYZA,0,Female,No Senior,1,1,38,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.6,763.1,0.6533333333333334,Gasto Medio,13-45 Meses,Bajo Costo/Día
4197,5762-TJXGK,0,Female,No Senior,0,0,52,0,No phone service,DSL,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),58.75,3038.55,1.9583333333333333,Alto Gasto,46+ Meses,Costo/Día Medio
4198,5766-FTRTS,0,Male,No Senior,1,0,72,1,0,DSL,1,1,1,1,1,1,Two year,0,Mailed check,84.45,6033.1,2.815,Alto Gasto,46+ Meses,Alto Costo/Día
4199,5766-RLNAM,0,Male,No Senior,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,115.55,8425.3,3.8516666666666666,Alto Gasto,46+ Meses,Alto Costo/Día
4200,5766-XQXMQ,1,Female,No Senior,0,0,29,1,0,DSL,1,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),68.85,1970.5,2.295,Gasto Medio,13-45 Meses,Costo/Día Medio
4201,5766-ZJYBB,1,Male,No Senior,0,0,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.4,19.4,0.6466666666666666,Bajo Gasto,0-12 Meses,Bajo Costo/Día
4202,5774-QPLTF,0,Male,No Senior,1,1,50,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.35,938.95,0.6783333333333333,Gasto Medio,46+ Meses,Bajo Costo/Día
4203,5774-XZTQC,0,Female,No Senior,1,1,7,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.45,150.75,0.6816666666666666,Bajo Gasto,0-12 Meses,Bajo Costo/Día
4204,5777-KJIRB,0,Female,No Senior,0,0,40,1,0,DSL,0,0,1,0,0,0,One year,1,Mailed check,50.25,2023.55,1.675,Gasto Medio,13-45 Meses,Bajo Costo/Día
4205,5777-ZPQNC,0,Female,No Senior,0,0,12,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,20.15,260.7,0.6716666666666666,Bajo Gasto,0-12 Meses,Bajo Costo/Día
4206,5778-BVOFB,0,Female,No Senior,0,0,9,1,0,DSL,0,0,0,1,1,0,Month-to-month,1,Bank transfer (automatic),59.5,530.05,1.9833333333333334,Bajo Gasto,0-12 Meses,Costo/Día Medio
4207,5780-INQIK,0,Female,No Senior,0,0,8,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Electronic check,49.4,408.25,1.6466666666666667,Bajo Gasto,0-12 Meses,Bajo Costo/Día
4208,5781-BKHOP,0,Female,No Senior,1,0,72,1,1,Fiber optic,1,1,1,0,1,0,Two year,0,Bank transfer (automatic),100.65,7334.05,3.355,Alto Gasto,46+ Meses,Alto Costo/Día
4209,5781-RFZRP,0,Male,No Senior,1,0,71,1,1,DSL,1,1,0,1,1,0,Two year,0,Credit card (automatic),73.5,5357.75,2.45,Alto Gasto,46+ Meses,Costo/Día Medio
4210,5787-KXGIY,0,Male,No Senior,1,0,72,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.3,1304.8,0.6433333333333333,Gasto Medio,46+ Meses,Bajo Costo/Día
4211,5788-YPOEG,0,Female,No Senior,1,1,34,1,0,DSL,1,1,1,1,1,1,Two year,0,Mailed check,84.75,2839.45,2.825,Alto Gasto,13-45 Meses,Alto Costo/Día
4212,5789-LDFXO,0,Male,No Senior,0,0,24,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,24.6,592.65,0.8200000000000001,Bajo Gasto,13-45 Meses,Bajo Costo/Día
4213,5791-KAJFD,0,Female,No Senior,1,1,56,1,1,DSL,1,0,1,0,0,1,One year,1,Bank transfer (automatic),68.75,3808.0,2.2916666666666665,Alto Gasto,46+ Meses,Costo/Día Medio
4214,5792-JALQC,0,Female,Senior,0,0,52,1,1,DSL,1,0,1,0,0,0,Two year,0,Bank transfer (automatic),59.85,3103.25,1.995,Alto Gasto,46+ Meses,Costo/Día Medio
4215,5793-YOLJN,0,Female,No Senior,1,1,55,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,21.0,1210.3,0.7,Gasto Medio,46+ Meses,Bajo Costo/Día
4216,5795-BKOYE,0,Female,No Senior,1,1,69,1,0,DSL,0,1,1,1,0,0,One year,0,Bank transfer (automatic),59.1,4134.7,1.97,Alto Gasto,46+ Meses,Costo/Día Medio
4217,5795-KTGUD,0,Female,No Senior,1,0,68,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),110.8,7553.6,3.6933333333333334,Alto Gasto,46+ Meses,Alto Costo/Día
4218,5797-APWZC,1,Female,No Senior,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,90.6,90.6,3.02,Bajo Gasto,0-12 Meses,Alto Costo/Día
4219,5799-JRCZO,0,Female,No Senior,0,1,63,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.5,1215.1,0.65,Gasto Medio,46+ Meses,Bajo Costo/Día
4220,5802-ADBRC,0,Female,No Senior,1,0,50,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Mailed check,104.4,5232.9,3.48,Alto Gasto,46+ Meses,Alto Costo/Día
4221,5803-NQJZO,0,Male,No Senior,1,0,72,1,1,DSL,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),67.8,4804.65,2.26,Alto Gasto,46+ Meses,Costo/Día Medio
